t_s,dir,rate,kp,cmd,fb,lead,d_fb,block,tx,ack
0.0018,0,0.000,0,-0.0581,-0.0581,0.0000,0.0000,none,192,189
0.0291,0,0.000,0,-0.0581,-0.0581,0.0000,0.0000,none,193,189
0.0571,0,0.000,0,-0.0581,-0.0581,0.0000,0.0000,none,194,189
0.0856,0,0.000,0,-0.0581,-0.0581,0.0000,0.0000,none,195,189
0.1137,0,0.000,0,-0.0581,-0.0581,0.0000,0.0000,none,196,189
0.1410,0,0.000,0,-0.0581,-0.0581,0.0000,0.0000,none,197,189
0.1692,0,0.000,0,-0.0581,-0.0581,0.0000,0.0000,none,198,189
0.1972,0,0.000,0,-0.0581,-0.0581,0.0000,0.0000,none,199,189
0.2252,0,0.000,0,-0.0581,-0.0581,0.0000,0.0000,none,200,189
0.2536,0,0.000,0,-0.0581,-0.0581,0.0000,0.0000,none,201,189
0.2816,0,0.000,0,-0.0581,-0.0581,0.0000,0.0000,none,202,189
0.3100,0,0.000,0,-0.0581,-0.0313,-0.0269,0.0269,none,203,202
0.3376,0,0.000,0,-0.0313,-0.0313,0.0000,0.0000,none,204,202
0.3662,0,0.000,0,-0.0313,-0.0313,0.0000,0.0000,none,205,202
0.3934,0,0.000,0,-0.0313,-0.0313,0.0000,0.0000,none,206,202
0.4201,0,0.000,0,-0.0313,-0.0313,0.0000,0.0000,none,207,202
0.4479,0,0.000,0,-0.0313,-0.0313,0.0000,0.0000,none,208,202
0.4765,0,0.000,0,-0.0313,-0.0313,0.0000,0.0000,none,209,202
0.5043,0,0.000,0,-0.0313,-0.0313,0.0000,0.0000,none,210,202
0.5323,0,0.000,0,-0.0313,-0.0313,0.0000,0.0000,none,211,202
0.5601,0,0.000,0,-0.0313,-0.0313,0.0000,0.0000,none,212,202
0.5874,0,0.000,0,-0.0313,-0.0313,0.0000,0.0000,none,213,202
0.6143,0,0.000,0,-0.0313,-0.0313,0.0000,0.0000,none,214,202
0.6415,0,0.000,0,-0.0313,-0.0313,0.0000,0.0000,none,215,202
0.6699,0,0.000,0,-0.0313,-0.0313,0.0000,0.0000,none,216,215
0.6976,0,0.000,0,-0.0313,-0.0313,0.0000,0.0000,none,217,215
0.7252,0,0.000,0,-0.0313,-0.0313,0.0000,0.0000,none,218,215
0.7533,0,0.000,0,-0.0313,-0.0313,0.0000,0.0000,none,219,215
0.7810,0,0.000,0,-0.0313,-0.0313,0.0000,0.0000,none,220,215
0.8082,0,0.000,0,-0.0313,-0.0313,0.0000,0.0000,none,221,215
0.8358,0,0.000,0,-0.0313,-0.0313,0.0000,0.0000,none,222,215
0.8632,0,0.000,0,-0.0313,-0.0313,0.0000,0.0000,none,223,215
0.8911,0,0.000,0,-0.0313,-0.0313,0.0000,0.0000,none,224,215
0.9198,0,0.000,0,-0.0313,-0.0313,0.0000,0.0000,none,225,215
0.9472,0,0.000,0,-0.0313,-0.0313,0.0000,0.0000,none,226,215
0.9746,0,0.000,0,-0.0313,-0.0313,0.0000,0.0000,none,227,215
1.0023,0,0.000,0,-0.0313,-0.0313,0.0000,0.0000,none,228,215
1.0302,0,0.000,0,-0.0313,-0.0313,0.0000,0.0000,none,229,228
1.0575,0,0.000,0,-0.0313,-0.0313,0.0000,0.0000,none,230,228
1.0854,0,0.000,0,-0.0313,-0.0313,0.0000,0.0000,none,231,228
1.1129,0,0.000,0,-0.0313,-0.0313,0.0000,0.0000,none,232,228
1.1408,0,0.000,0,-0.0313,-0.0313,0.0000,0.0000,none,233,228
1.1681,0,0.000,0,-0.0313,-0.0313,0.0000,0.0000,none,234,228
1.1952,0,0.000,0,-0.0313,-0.0313,0.0000,0.0000,none,235,228
1.2223,0,0.000,0,-0.0313,-0.0313,0.0000,0.0000,none,236,228
1.2494,0,0.000,0,-0.0313,-0.0313,0.0000,0.0000,none,237,228
1.2769,0,0.000,0,-0.0313,-0.0313,0.0000,0.0000,none,238,228
1.3043,0,0.000,0,-0.0313,-0.0313,0.0000,0.0000,none,239,228
1.3312,0,0.000,0,-0.0313,-0.0313,0.0000,0.0000,none,240,228
1.3579,0,0.000,0,-0.0313,-0.0313,0.0000,0.0000,none,241,228
1.3860,0,0.000,0,-0.0313,-0.0313,0.0000,0.0000,none,242,228
1.4133,0,0.000,0,-0.0313,-0.0313,0.0000,0.0000,none,243,228
1.4406,0,0.000,0,-0.0313,-0.0313,0.0000,0.0000,none,244,228
1.4673,0,0.000,0,-0.0313,-0.0313,0.0000,0.0000,none,245,228
1.4948,0,0.000,0,-0.0313,-0.0313,0.0000,0.0000,none,246,245
1.5228,0,0.000,0,-0.0313,-0.0313,0.0000,0.0000,none,247,245
1.5508,0,0.000,0,-0.0313,-0.0313,0.0000,0.0000,none,248,245
1.5782,0,0.000,0,-0.0313,-0.0313,0.0000,0.0000,none,249,245
1.6058,0,0.000,0,-0.0313,-0.0313,0.0000,0.0000,none,250,245
1.6336,0,0.000,0,-0.0313,-0.0313,0.0000,0.0000,none,251,245
1.6616,0,0.000,0,-0.0313,-0.0313,0.0000,0.0000,none,252,245
1.6886,0,0.000,0,-0.0313,-0.0313,0.0000,0.0000,none,253,245
1.7164,0,0.000,0,-0.0313,-0.0313,0.0000,0.0000,none,254,245
1.7432,0,0.000,0,-0.0313,-0.0313,0.0000,0.0000,none,255,245
1.7702,0,0.000,0,-0.0313,-0.0313,0.0000,0.0000,none,256,245
1.7974,0,0.000,0,-0.0313,-0.0313,0.0000,0.0000,none,257,245
1.8252,0,0.000,0,-0.0313,-0.0313,0.0000,0.0000,none,258,245
1.8527,0,0.000,0,-0.0313,-0.0313,0.0000,0.0000,none,259,2
1.8805,0,0.000,0,-0.0313,-0.0313,0.0000,0.0000,none,260,2
1.9077,0,0.000,0,-0.0313,-0.0313,0.0000,0.0000,none,261,2
1.9353,0,0.000,0,-0.0313,-0.0313,0.0000,0.0000,none,262,2
1.9626,0,0.000,0,-0.0313,-0.0313,0.0000,0.0000,none,263,2
1.9907,0,0.000,0,-0.0313,-0.0313,0.0000,0.0000,none,264,2
2.0185,0,0.000,0,-0.0313,-0.0313,0.0000,0.0000,none,265,2
2.0457,0,0.000,0,-0.0313,-0.0313,0.0000,0.0000,none,266,2
2.0735,0,0.000,0,-0.0313,-0.0313,0.0000,0.0000,none,267,2
2.1017,0,0.000,0,-0.0313,-0.0313,0.0000,0.0000,none,268,2
2.1298,0,0.000,0,-0.0313,-0.0313,0.0000,0.0000,none,269,2
2.1577,0,0.000,0,-0.0313,-0.0313,0.0000,0.0000,none,270,2
2.1859,0,0.000,0,-0.0313,-0.0313,0.0000,0.0000,none,271,2
2.2137,0,0.000,0,-0.0313,-0.0313,0.0000,0.0000,none,272,15
2.2426,0,0.000,0,-0.0313,-0.0313,0.0000,0.0000,none,273,15
2.2704,0,0.000,0,-0.0313,-0.0313,0.0000,0.0000,none,274,15
2.2980,0,0.000,0,-0.0313,-0.0313,0.0000,0.0000,none,275,15
2.3268,0,0.000,0,-0.0313,-0.0313,0.0000,0.0000,none,276,15
2.3544,0,0.000,0,-0.0313,-0.0313,0.0000,0.0000,none,277,15
2.3828,0,0.000,0,-0.0313,-0.0313,0.0000,0.0000,none,278,15
2.4100,1,0.729,8,-0.0130,-0.0313,0.0182,0.0000,none,279,15
2.4380,1,1.458,8,0.0234,-0.0313,0.0547,0.0000,none,280,15
2.4656,1,2.188,8,0.0781,-0.0313,0.1094,0.0000,none,281,15
2.4939,1,2.917,8,0.1510,-0.0313,0.1823,0.0000,none,282,15
2.5214,1,3.500,8,0.2385,-0.0313,0.2698,0.0000,none,283,15
2.5483,1,3.500,8,0.3187,-0.0313,0.3500,0.0000,none,284,15
2.5756,1,3.500,8,0.3187,-0.0313,0.3500,0.0000,none,285,15
2.6031,1,3.500,8,0.3187,-0.0313,0.3500,0.0000,none,286,29
2.6309,1,3.500,8,0.3187,-0.0313,0.3500,0.0000,none,287,29
2.6589,1,3.500,8,0.3187,-0.0313,0.3500,0.0000,none,288,29
2.6859,1,3.500,8,0.3187,-0.0313,0.3500,0.0000,none,289,29
2.7133,1,3.500,8,0.3187,-0.0313,0.3500,0.0000,none,290,29
2.7402,1,3.500,8,0.3187,-0.0313,0.3500,0.0000,none,291,29
2.7674,1,3.500,8,0.3187,-0.0313,0.3500,0.0000,none,292,29
2.7944,1,3.500,8,0.3187,-0.0313,0.3500,0.0000,none,293,29
2.8219,1,3.500,8,0.3187,-0.0313,0.3500,0.0000,none,294,29
2.8492,1,3.500,8,0.3187,-0.0313,0.3500,0.0000,none,295,29
2.8764,1,3.500,8,0.3187,-0.0313,0.3500,0.0000,none,296,29
2.9039,1,3.500,8,0.3187,-0.0313,0.3500,0.0000,none,297,29
2.9317,1,3.500,8,0.3187,-0.0313,0.3500,0.0000,none,298,29
2.9591,1,3.500,8,0.3187,0.3366,-0.0179,0.3679,none,299,42
2.9869,1,3.500,8,0.4062,0.3366,0.0696,0.0000,none,300,42
3.0142,1,3.500,8,0.4937,0.3366,0.1571,0.0000,none,301,42
3.0422,1,3.500,8,0.5812,0.3366,0.2446,0.0000,none,302,42
3.0697,1,3.500,8,0.6687,0.3366,0.3321,0.0000,none,303,42
3.0973,1,3.500,8,0.6866,0.3366,0.3500,0.0000,none,304,42
3.1249,1,3.500,8,0.6866,0.3366,0.3500,0.0000,none,305,42
3.1520,1,3.500,8,0.6866,0.3366,0.3500,0.0000,none,306,42
3.1793,1,3.500,8,0.6866,0.3366,0.3500,0.0000,none,307,42
3.2072,1,3.500,8,0.6866,0.3366,0.3500,0.0000,none,308,42
3.2354,1,3.500,8,0.6866,0.3366,0.3500,0.0000,none,309,42
3.2630,1,3.500,8,0.6866,0.3366,0.3500,0.0000,none,310,42
3.2906,1,3.500,8,0.6866,0.3366,0.3500,0.0000,none,311,42
3.3184,1,3.500,8,0.6866,0.3366,0.3500,0.0000,none,312,42
3.3461,1,3.500,8,0.6866,0.3366,0.3500,0.0000,none,313,42
3.3739,1,3.500,8,0.6866,0.3366,0.3500,0.0000,none,314,42
3.4020,1,3.500,8,0.6866,0.7628,-0.0762,0.4262,none,315,58
3.4296,1,3.500,8,0.7741,0.7628,0.0113,0.0000,none,316,58
3.4570,1,3.500,8,0.8616,0.7628,0.0988,0.0000,none,317,58
3.4844,1,3.500,8,0.9491,0.7628,0.1863,0.0000,none,318,58
3.5120,1,3.500,8,1.0366,0.7628,0.2738,0.0000,none,319,58
3.5392,1,3.500,8,1.1128,0.7628,0.3500,0.0000,none,320,58
3.5675,1,3.500,8,1.1128,0.7628,0.3500,0.0000,none,321,58
3.5951,1,3.500,8,1.1128,0.7628,0.3500,0.0000,none,322,58
3.6232,1,3.500,8,1.1128,0.7628,0.3500,0.0000,none,323,58
3.6512,1,3.500,8,1.1128,0.7628,0.3500,0.0000,none,324,58
3.6786,1,3.500,8,1.1128,0.7628,0.3500,0.0000,none,325,58
3.7058,1,3.500,8,1.1128,0.7628,0.3500,0.0000,none,326,58
3.7338,1,3.500,8,1.1128,0.7628,0.3500,0.0000,none,327,58
3.7616,1,3.500,8,1.1128,0.7628,0.3500,0.0000,none,328,58
3.7902,1,3.500,8,1.1128,1.2055,-0.0927,0.4427,none,329,72
3.8179,1,3.500,8,1.2003,1.2055,-0.0052,0.0000,none,330,72
3.8449,1,3.500,8,1.2878,1.2055,0.0823,0.0000,none,331,72
3.8734,1,3.500,8,1.3753,1.2055,0.1698,0.0000,none,332,72
3.9007,1,3.500,8,1.4628,1.2055,0.2573,0.0000,none,333,72
3.9277,1,3.500,8,1.5503,1.2055,0.3448,0.0000,none,334,72
3.9552,1,3.500,8,1.5555,1.2055,0.3500,0.0000,none,335,72
3.9825,1,3.500,8,1.5555,1.2055,0.3500,0.0000,none,336,72
4.0102,1,3.500,8,1.5555,1.2055,0.3500,0.0000,none,337,72
4.0378,1,3.500,8,1.5555,1.2055,0.3500,0.0000,none,338,72
4.0650,1,3.500,8,1.5555,1.2055,0.3500,0.0000,none,339,72
4.0923,1,3.500,8,1.5555,1.2055,0.3500,0.0000,none,340,72
4.1198,1,3.500,8,1.5555,1.2055,0.3500,0.0000,none,341,72
4.1474,1,3.500,8,1.5555,1.6455,-0.0900,0.4400,none,342,85
4.1751,1,3.500,8,1.6430,1.6455,-0.0025,0.0000,none,343,85
4.2026,1,3.500,8,1.7305,1.6455,0.0850,0.0000,none,344,85
4.2297,1,3.500,8,1.8180,1.6455,0.1725,0.0000,none,345,85
4.2568,1,3.500,8,1.9055,1.6455,0.2600,0.0000,none,346,85
4.2847,1,3.500,8,1.9930,1.6455,0.3475,0.0000,none,347,85
4.3123,0,3.250,8,1.9955,1.6455,0.3500,0.0000,none,348,85
4.3404,0,3.000,8,1.9955,1.6455,0.3500,0.0000,none,349,85
4.3683,0,2.750,8,1.9955,1.6455,0.3500,0.0000,none,350,85
4.3961,0,2.500,8,1.9955,1.6455,0.3500,0.0000,none,351,85
4.4236,0,2.250,8,1.9955,1.6455,0.3500,0.0000,none,352,85
4.4518,0,2.000,8,1.9955,1.6455,0.3500,0.0000,none,353,85
4.4803,0,1.750,8,1.9955,1.6455,0.3500,0.0000,none,354,85
4.5081,0,1.500,8,1.9955,2.0924,-0.0969,0.4469,none,355,98
4.5359,0,1.250,8,2.0268,2.0924,-0.0657,0.0000,none,356,98
4.5636,0,1.000,8,2.0518,2.0924,-0.0407,0.0000,none,357,98
4.5915,0,0.750,8,2.0705,2.0924,-0.0219,0.0000,none,358,98
4.6192,0,0.500,8,2.0830,2.0924,-0.0094,0.0000,none,359,98
4.6476,0,0.250,8,2.0893,2.0924,-0.0032,0.0000,none,360,98
4.6752,0,0.000,0,2.0924,2.0924,0.0000,0.0000,none,361,98
4.7032,0,0.000,0,2.0924,2.0924,0.0000,0.0000,none,362,98
4.7306,0,0.000,0,2.0924,2.0924,0.0000,0.0000,none,363,98
4.7585,0,0.000,0,2.0924,2.0924,0.0000,0.0000,none,364,98
4.7867,0,0.000,0,2.0924,2.0924,0.0000,0.0000,none,365,98
4.8136,0,0.000,0,2.0924,2.0924,0.0000,0.0000,none,366,98
4.8419,0,0.000,0,2.0924,2.0924,0.0000,0.0000,none,367,98
4.8696,0,0.000,0,2.0924,2.0924,0.0000,0.0000,none,368,98
4.8979,0,0.000,0,2.0924,2.0901,0.0023,-0.0023,none,369,112
